Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA;Patch
Volibear;Fighter;TOP;C;36.48;0.94;48.44%;49.71%;1.74%;0.82%;1.72;patch_13.4
Warwick;Fighter;JUNGLE;A;49.67;0.98;49.50%;61.81%;4.66%;6.84%;2.18;patch_13.4
Warwick;Fighter;TOP;C;41.73;-1.27;50.14%;34.94%;1.80%;6.84%;1.79;patch_13.4
Wukong;Fighter;JUNGLE;God;65.95;3.77;52.54%;84.56%;7.34%;5.67%;2.83;patch_13.4
Wukong;Fighter;TOP;C;40.59;-1.17;51.11%;12.37%;1.00%;5.67%;2.07;patch_13.4
Xayah;Marksman;ADC;God;89.48;4.56;51.50%;98.79%;14.38%;15.25%;2.47;patch_13.4
Xerath;Mage;MID;A;48.22;-0.89;50.35%;26.04%;1.25%;3.15%;3.15;patch_13.4
Xerath;Mage;SUPPORT;B;47.8;-1.36;49.45%;70.73%;3.50%;3.15%;2.47;patch_13.4
Xin Zhao;Fighter;JUNGLE;B;46.45;4.41;51.49%;87.03%;2.43%;0.40%;2.27;patch_13.4
Yasuo;Fighter;MID;God;68.09;7.04;49.06%;71.34%;10.86%;17.05%;1.71;patch_13.4
Yasuo;Fighter;TOP;C;39.87;-2.35;47.03%;17.99%;2.62%;17.05%;1.43;patch_13.4
Yone;Assassin;MID;S;56.58;2.13;49.12%;61.91%;7.39%;8.77%;1.88;patch_13.4
Yone;Assassin;TOP;A;51.07;-0.28;48.90%;34.89%;3.92%;8.77%;1.62;patch_13.4
Yorick;Fighter;TOP;B;46.67;-6.14;49.05%;90.41%;3.45%;4.39%;1.46;patch_13.4
Yuumi;Support;SUPPORT;God;96.63;58.4;50.84%;99.33%;15.57%;35.99%;4.54;patch_13.4
Zac;Tank;JUNGLE;S;57.37;-0.01;51.40%;72.59%;3.97%;7.41%;3.46;patch_13.4
Zac;Tank;TOP;B;43.84;-3.05;51.88%;11.47%;0.59%;7.41%;2.68;patch_13.4
Zed;Assassin;MID;God;74.09;9.62;49.34%;78.48%;10.04%;31.13%;2.21;patch_13.4
Zed;Assassin;JUNGLE;D;35.8;0.17;44.93%;16.53%;2.07%;31.13%;2.33;patch_13.4
Zeri;Marksman;ADC;God;67.2;18.48;51.47%;96.24%;10.42%;6.37%;2.62;patch_13.4
Ziggs;Mage;MID;B;46.91;-0.31;51.08%;55.55%;1.52%;0.29%;2.48;patch_13.4
Ziggs;Mage;SUPPORT;D;36.03;0.95;46.81%;13.98%;0.39%;0.32%;1.95;patch_13.4
Ziggs;Mage;ADC;D;25.81;-13.35;51.01%;29.57%;0.72%;0.29%;2.57;patch_13.4
Zilean;Support;MID;A;48.59;-4.19;51.17%;13.01%;0.33%;0.91%;3.44;patch_13.4
Zilean;Support;SUPPORT;A;48.56;3.6;50.52%;82.83%;2.18%;0.91%;2.95;patch_13.4
Zoe;Mage;MID;A;48.63;1.5;49.65%;85.90%;3.11%;1.95%;2.52;patch_13.4
Zoe;Mage;SUPPORT;C;38.48;8.74;48.02%;12.33%;0.42%;1.95%;2.08;patch_13.4
Zyra;Mage;SUPPORT;B;47.45;-0.03;50.35%;91.71%;3.18%;1.99%;2.12;patch_13.4
Aatrox;Fighter;TOP;A;53.42;-0.83;47.93%;91.71%;5.09%;5.03%;1.76;patch_13.5
Ahri;Mage;MID;God;71.47;9.65;51.17%;95.35%;8.46%;2.76%;2.68;patch_13.5
Akali;Assassin;MID;S;54.8;2.53;47.37%;73.01%;5.79%;9.72%;2.27;patch_13.5
Akali;Assassin;TOP;D;36.77;1.48;45.47%;25.88%;1.94%;9.72%;1.96;patch_13.5
Akshan;Marksman;MID;A;48.56;0.24;51.98%;64.74%;2.31%;3.42%;2.27;patch_13.5
Akshan;Marksman;TOP;C;42.6;1.49;51.39%;26.76%;0.85%;3.42%;2.0;patch_13.5
Alistar;Tank;SUPPORT;B;46.89;-1.87;50.03%;87.80%;2.58%;0.78%;2.43;patch_13.5
Amumu;Tank;JUNGLE;A;47.97;-0.71;51.21%;57.84%;2.77%;2.98%;2.63;patch_13.5
Amumu;Tank;SUPPORT;B;44.91;-0.84;50.39%;40.58%;1.60%;2.98%;2.06;patch_13.5
Anivia;Mage;MID;A;53.05;1.12;52.35%;82.84%;2.48%;3.70%;2.93;patch_13.5
Anivia;Mage;SUPPORT;D;37.01;2.12;46.46%;11.07%;0.27%;3.59%;2.18;patch_13.5
Annie;Mage;MID;S;57.18;-0.84;52.79%;51.27%;3.75%;8.77%;2.49;patch_13.5
Annie;Mage;SUPPORT;A;54.21;-2.38;52.84%;45.50%;3.66%;8.77%;2.64;patch_13.5
Aphelios;Marksman;ADC;D;36.78;5.38;47.96%;97.57%;6.31%;0.77%;2.01;patch_13.5
Ashe;Marksman;ADC;A;52.22;15.48;51.67%;70.93%;7.73%;3.07%;2.42;patch_13.5
Ashe;Marksman;SUPPORT;C;41.4;-3.8;47.11%;26.26%;2.77%;3.07%;2.13;patch_13.5
Aurelion Sol;Mage;MID;God;82.04;-12.01;50.91%;88.18%;7.75%;34.09%;2.6;patch_13.5
Azir;Mage;MID;D;27.55;-7.36;42.78%;85.93%;1.46%;0.36%;1.96;patch_13.5
Bard;Support;SUPPORT;B;47.81;0.91;50.06%;95.77%;1.87%;0.29%;2.97;patch_13.5
Bel'Veth;Fighter;JUNGLE;A;48.9;-1.86;51.25%;91.99%;3.41%;5.88%;2.38;patch_13.5
Blitzcrank;Tank;SUPPORT;S;59.48;-2.11;51.74%;96.95%;7.73%;21.15%;2.45;patch_13.5
Brand;Mage;SUPPORT;B;46.44;0.6;50.75%;75.41%;2.80%;3.51%;1.82;patch_13.5
Brand;Mage;MID;C;40.09;-1.83;51.00%;18.00%;0.74%;3.86%;2.06;patch_13.5
Braum;Support;SUPPORT;B;46.63;-1.19;49.86%;97.97%;1.77%;0.30%;2.76;patch_13.5
Caitlyn;Marksman;ADC;God;68.42;-11.52;48.86%;95.74%;14.36%;12.80%;2.16;patch_13.5
Camille;Fighter;TOP;A;53.99;-2.31;50.12%;94.06%;4.17%;2.21%;1.95;patch_13.5
Cassiopeia;Mage;MID;A;50.53;1.39;52.54%;78.96%;2.62%;2.75%;2.24;patch_13.5
Cassiopeia;Mage;TOP;C;42.27;3.74;52.15%;13.62%;0.49%;2.75%;1.97;patch_13.5
Cho'Gath;Tank;TOP;S;58.88;-0.34;52.19%;64.87%;4.20%;1.80%;2.14;patch_13.5
Cho'Gath;Tank;MID;B;46.51;0.19;53.02%;16.53%;1.00%;1.80%;2.47;patch_13.5
Corki;Marksman;MID;D;35.71;-1.02;47.95%;88.81%;0.91%;0.17%;2.17;patch_13.5
Darius;Fighter;TOP;God;76.16;-14.73;48.94%;93.71%;8.13%;20.89%;1.83;patch_13.5
Diana;Fighter;JUNGLE;A;52.38;1.53;50.72%;69.85%;4.97%;3.01%;2.44;patch_13.5
Diana;Fighter;MID;B;44.94;-0.83;50.77%;28.09%;2.14%;3.01%;2.09;patch_13.5
Dr. Mundo;Marksman;TOP;A;53.2;3.06;52.20%;75.97%;3.06%;3.00%;1.94;patch_13.5
Dr. Mundo;Marksman;JUNGLE;B;43.78;0.0;52.06%;19.87%;0.74%;3.00%;2.64;patch_13.5
Draven;Fighter;ADC;B;44.22;-3.73;49.06%;95.60%;6.15%;21.05%;2.08;patch_13.5
Ekko;Assassin;JUNGLE;S;57.27;0.57;50.86%;69.71%;5.92%;5.13%;2.73;patch_13.5
Ekko;Assassin;MID;B;45.4;-1.19;50.06%;27.84%;2.34%;5.13%;2.26;patch_13.5
Elise;Mage;JUNGLE;B;46.19;-2.33;49.64%;95.00%;2.93%;5.46%;2.73;patch_13.5
Evelynn;Assassin;JUNGLE;A;52.02;0.07;49.90%;97.56%;4.28%;9.28%;2.9;patch_13.5
Ezreal;Marksman;ADC;S;64.14;-15.05;48.18%;92.98%;14.69%;3.05%;2.35;patch_13.5
Fiddlesticks;Mage;JUNGLE;A;52.97;1.52;52.26%;86.18%;3.51%;3.68%;2.78;patch_13.5
Fiora;Fighter;TOP;God;65.45;-5.14;50.61%;97.39%;6.07%;14.23%;1.72;patch_13.5
Fizz;Assassin;MID;S;58.4;2.48;50.77%;95.38%;5.18%;5.81%;2.45;patch_13.5
Galio;Tank;MID;A;50.06;2.68;51.27%;81.36%;2.48%;0.47%;2.76;patch_13.5
Galio;Tank;SUPPORT;B;44.84;5.84;50.57%;13.83%;0.39%;0.47%;2.44;patch_13.5
Gangplank;Fighter;TOP;S;54.67;-9.56;48.33%;79.02%;4.81%;8.20%;1.94;patch_13.5
Gangplank;Fighter;MID;D;35.63;-7.04;47.21%;19.68%;1.24%;8.20%;2.1;patch_13.5
Garen;Fighter;TOP;A;54.44;-1.17;50.00%;85.23%;4.32%;1.31%;1.99;patch_13.5
Gnar;Fighter;TOP;B;46.21;0.02;48.05%;96.86%;3.41%;0.52%;1.86;patch_13.5
Gragas;Fighter;JUNGLE;S;58.53;0.45;50.35%;54.12%;6.08%;6.07%;2.97;patch_13.5
Gragas;Fighter;TOP;A;50.88;0.93;49.33%;28.88%;3.26%;6.07%;2.2;patch_13.5
Gragas;Fighter;MID;B;44.98;-2.6;50.71%;13.59%;1.48%;6.07%;2.56;patch_13.5
Graves;Marksman;JUNGLE;B;45.73;-2.28;48.51%;87.34%;3.98%;1.43%;2.57;patch_13.5
Gwen;Fighter;TOP;A;50.37;4.77;50.70%;88.17%;3.35%;1.23%;1.76;patch_13.5
Hecarim;Fighter;JUNGLE;S;61.73;4.72;49.34%;98.59%;7.95%;11.17%;2.67;patch_13.5
Heimerdinger;Mage;SUPPORT;B;43.89;-0.86;49.99%;49.79%;1.50%;2.34%;2.0;patch_13.5
Heimerdinger;Mage;MID;B;43.35;-1.42;53.05%;23.55%;0.74%;2.34%;1.99;patch_13.5
Heimerdinger;Mage;TOP;C;38.82;1.76;51.03%;17.15%;0.54%;2.41%;1.68;patch_13.5
Heimerdinger;Mage;ADC;D;35.69;0.0;54.69%;10.11%;0.26%;2.34%;2.18;patch_13.5
Illaoi;Fighter;TOP;S;59.3;-6.77;50.44%;94.21%;5.28%;11.47%;1.45;patch_13.5
Irelia;Fighter;TOP;A;53.4;-4.93;49.20%;48.67%;4.30%;14.38%;1.59;patch_13.5
Irelia;Fighter;MID;A;51.74;2.87;49.44%;49.68%;4.44%;14.38%;1.8;patch_13.5
Ivern;Support;JUNGLE;C;39.51;1.16;47.60%;80.89%;0.99%;0.38%;3.38;patch_13.5
Ivern;Support;SUPPORT;D;30.37;-2.95;42.16%;10.51%;0.11%;0.33%;2.39;patch_13.5
Janna;Support;SUPPORT;A;50.43;1.99;50.83%;97.02%;2.39%;0.45%;3.15;patch_13.5
Jarvan IV;Tank;JUNGLE;God;81.55;-0.11;53.34%;93.56%;10.28%;13.92%;3.37;patch_13.5
Jax;Fighter;TOP;God;75.55;-12.93;51.08%;85.86%;7.83%;16.24%;1.71;patch_13.5
Jax;Fighter;JUNGLE;D;36.91;-1.32;48.94%;12.04%;1.16%;15.72%;2.15;patch_13.5
Jayce;Fighter;TOP;S;61.46;-3.72;49.64%;75.55%;6.14%;3.99%;1.82;patch_13.5
Jayce;Fighter;MID;B;44.49;-2.12;50.92%;22.82%;1.80%;3.99%;2.18;patch_13.5
Jhin;Marksman;ADC;God;65.89;-6.38;50.59%;95.41%;12.15%;2.85%;2.89;patch_13.5
Jinx;Marksman;ADC;God;93.63;-0.7;51.65%;98.94%;21.54%;5.91%;2.37;patch_13.5
K'Sante;Fighter;TOP;A;50.52;2.43;45.80%;87.40%;5.18%;4.26%;1.9;patch_13.5
K'Sante;Fighter;MID;D;31.1;0.0;46.20%;10.36%;0.64%;4.26%;2.03;patch_13.5
Kai'Sa;Marksman;ADC;God;72.5;-17.58;50.20%;93.96%;15.85%;2.88%;2.45;patch_13.5
Kalista;Marksman;ADC;D;25.43;2.34;47.48%;86.48%;2.20%;0.55%;2.2;patch_13.5
Karma;Mage;SUPPORT;A;51.77;0.27;49.01%;86.53%;6.57%;1.56%;2.74;patch_13.5
Karthus;Mage;JUNGLE;C;41.19;-0.1;49.20%;62.61%;2.05%;2.35%;2.47;patch_13.5
Karthus;Mage;MID;D;37.25;-2.62;49.69%;10.28%;0.32%;2.35%;2.28;patch_13.5
Karthus;Mage;ADC;D;35.59;7.67;53.64%;20.50%;0.77%;2.35%;2.29;patch_13.5
Kassadin;Assassin;MID;B;46.15;-0.56;49.41%;96.33%;2.41%;8.49%;2.51;patch_13.5
Katarina;Assassin;MID;God;72.75;16.27;48.83%;95.13%;9.69%;9.72%;2.3;patch_13.5
Kayle;Fighter;TOP;A;49.04;-0.7;51.17%;82.69%;2.79%;0.64%;1.8;patch_13.5
Kayle;Fighter;MID;C;39.09;-4.84;50.91%;14.12%;0.41%;0.64%;2.15;patch_13.5
Kayn;Fighter;JUNGLE;God;67.91;-0.3;50.43%;97.10%;9.86%;9.50%;2.42;patch_13.5
Kennen;Mage;TOP;A;48.87;0.96;50.34%;79.40%;2.77%;1.48%;2.03;patch_13.5
Kennen;Mage;MID;B;47.76;0.22;54.68%;16.68%;0.56%;1.48%;2.45;patch_13.5
Kha'Zix;Assassin;JUNGLE;A;49.65;1.14;49.85%;98.04%;4.50%;1.63%;2.54;patch_13.5
Kindred;Marksman;JUNGLE;B;47.01;-0.16;49.96%;94.40%;3.90%;4.11%;2.24;patch_13.5
Kled;Fighter;TOP;A;50.77;-1.11;50.97%;86.88%;2.65%;1.86%;2.26;patch_13.5
Kled;Fighter;MID;B;46.31;0.0;54.08%;10.74%;0.29%;1.86%;2.58;patch_13.5
Kog'Maw;Marksman;ADC;D;34.27;7.86;51.93%;87.25%;1.83%;0.35%;2.22;patch_13.5
LeBlanc;Assassin;MID;S;58.07;2.74;48.80%;92.17%;5.32%;8.39%;2.85;patch_13.5
Lee Sin;Fighter;JUNGLE;God;92.82;-0.78;49.60%;92.60%;17.01%;13.09%;2.78;patch_13.5
Leona;Tank;SUPPORT;A;49.82;-0.39;50.70%;98.31%;4.00%;3.55%;2.35;patch_13.5
Lillia;Fighter;JUNGLE;B;44.43;-2.53;49.88%;83.24%;2.36%;1.07%;2.7;patch_13.5
Lillia;Fighter;TOP;C;38.39;2.12;50.45%;12.63%;0.34%;1.07%;1.95;patch_13.5
Lissandra;Mage;MID;A;51.12;0.83;50.80%;94.17%;3.37%;1.18%;2.48;patch_13.5
Lucian;Marksman;ADC;B;45.52;1.36;49.68%;91.36%;7.33%;1.88%;2.28;patch_13.5
Lulu;Support;SUPPORT;S;56.53;-2.87;48.89%;97.64%;8.85%;8.23%;2.98;patch_13.5
Lux;Mage;MID;S;60.62;2.93;50.65%;30.10%;4.82%;11.47%;2.91;patch_13.5
Lux;Mage;SUPPORT;S;60.58;-7.72;49.68%;67.03%;11.21%;11.47%;2.41;patch_13.5
Malphite;Tank;TOP;God;97.15;6.83;53.03%;78.65%;10.61%;15.58%;2.53;patch_13.5
Malzahar;Mage;MID;A;54.51;3.73;52.56%;90.60%;3.56%;4.09%;2.31;patch_13.5
Maokai;Tank;SUPPORT;B;47.56;0.2;52.01%;33.60%;1.19%;1.78%;2.21;patch_13.5
Maokai;Tank;JUNGLE;B;46.01;1.3;51.06%;48.27%;1.72%;1.78%;2.92;patch_13.5
Maokai;Tank;TOP;B;43.5;11.8;51.54%;16.76%;0.58%;1.78%;2.33;patch_13.5
Master Yi;Assassin;JUNGLE;S;61.68;3.5;50.32%;93.08%;7.55%;16.33%;2.09;patch_13.5
Milio;Support;SUPPORT;God;94.08;0.0;50.75%;96.96%;24.37%;28.86%;3.23;patch_13.5
Miss Fortune;Marksman;ADC;A;53.19;-6.85;50.49%;89.00%;9.39%;2.24%;2.23;patch_13.5
Mordekaiser;Fighter;TOP;God;71.67;-5.59;50.93%;84.43%;7.15%;11.91%;1.89;patch_13.5
Morgana;Mage;SUPPORT;S;54.76;-4.75;49.95%;88.93%;5.95%;25.91%;2.45;patch_13.5
Nami;Support;SUPPORT;A;52.82;-2.38;49.71%;99.49%;5.69%;1.05%;3.07;patch_13.5
Nasus;Fighter;TOP;A;54.03;-5.79;49.48%;81.56%;4.38%;4.03%;1.92;patch_13.5
Nasus;Fighter;MID;C;38.12;-5.1;50.37%;10.07%;0.38%;4.03%;2.16;patch_13.5
Nautilus;Tank;SUPPORT;S;55.99;-5.1;50.30%;94.70%;8.26%;10.83%;2.33;patch_13.5
Neeko;Mage;SUPPORT;B;46.01;5.81;51.93%;22.21%;0.44%;0.35%;2.1;patch_13.5
Neeko;Mage;MID;C;42.39;-5.56;50.74%;57.44%;1.27%;0.35%;2.26;patch_13.5
Neeko;Mage;TOP;D;36.13;1.1;49.71%;13.82%;0.20%;0.35%;1.9;patch_13.5
Nidalee;Assassin;JUNGLE;B;44.44;-2.72;47.57%;90.00%;3.64%;2.90%;2.81;patch_13.5
Nilah;Marksman;ADC;D;37.29;-1.41;52.00%;95.90%;2.70%;3.89%;2.24;patch_13.5
Nocturne;Assassin;JUNGLE;S;56.68;-2.16;52.01%;95.24%;5.11%;3.89%;2.67;patch_13.5
Nunu;Tank;JUNGLE;A;47.95;-1.93;48.92%;92.12%;4.23%;1.59%;2.71;patch_13.5
Olaf;Fighter;TOP;S;60.23;-2.36;52.88%;87.25%;4.34%;7.07%;1.85;patch_13.5
Olaf;Fighter;JUNGLE;D;35.66;-3.8;49.29%;10.47%;0.50%;7.07%;2.22;patch_13.5
Orianna;Mage;MID;A;49.79;1.35;51.41%;92.87%;2.36%;0.19%;2.75;patch_13.5
Ornn;Tank;TOP;A;53.31;0.19;50.78%;92.93%;3.16%;0.48%;2.42;patch_13.5
Pantheon;Fighter;MID;A;54.47;3.5;52.87%;35.24%;3.36%;3.96%;2.35;patch_13.5
Pantheon;Fighter;TOP;A;52.34;2.65;51.07%;34.68%;3.15%;3.96%;2.08;patch_13.5
Pantheon;Fighter;SUPPORT;C;41.4;0.44;48.35%;19.06%;1.83%;3.96%;1.91;patch_13.5
Poppy;Tank;TOP;B;43.13;-0.39;50.63%;45.24%;1.21%;0.79%;2.1;patch_13.5
Poppy;Tank;JUNGLE;C;41.75;-0.44;50.25%;44.41%;1.18%;0.79%;2.69;patch_13.5
Pyke;Support;SUPPORT;A;51.42;-6.2;48.74%;94.64%;7.18%;12.73%;2.16;patch_13.5
Qiyana;Assassin;MID;B;43.94;-1.56;48.58%;82.94%;2.98%;1.02%;2.09;patch_13.5
Qiyana;Assassin;JUNGLE;D;26.59;-2.28;44.75%;12.02%;0.39%;1.02%;2.25;patch_13.5
Quinn;Marksman;TOP;B;43.71;2.11;51.78%;76.23%;1.13%;0.51%;1.88;patch_13.5
Quinn;Marksman;MID;C;40.88;1.08;52.34%;12.57%;0.18%;0.51%;2.17;patch_13.5
Rakan;Support;SUPPORT;S;61.59;-3.06;52.38%;98.67%;8.89%;3.01%;2.97;patch_13.5
Rammus;Tank;JUNGLE;S;55.14;0.49;52.81%;81.11%;3.07%;8.91%;3.14;patch_13.5
Rammus;Tank;TOP;C;41.37;0.89;52.31%;15.21%;0.46%;8.91%;1.76;patch_13.5
Rek'Sai;Fighter;JUNGLE;C;40.94;2.43;50.03%;94.06%;1.38%;0.72%;2.51;patch_13.5
Rell;Tank;SUPPORT;B;47.18;-1.01;51.19%;97.61%;1.33%;0.31%;2.45;patch_13.5
Renata Glasc;Support;SUPPORT;A;49.58;1.0;51.38%;98.81%;2.16%;0.79%;2.72;patch_13.5
Renekton;Fighter;TOP;B;45.94;-3.88;47.02%;85.42%;3.87%;2.51%;1.75;patch_13.5
Renekton;Fighter;MID;D;35.5;-5.77;48.99%;13.06%;0.59%;2.51%;1.97;patch_13.5
Rengar;Assassin;JUNGLE;B;46.41;-0.24;49.59%;76.12%;3.58%;7.45%;2.36;patch_13.5
Rengar;Assassin;TOP;C;41.54;0.74;50.26%;20.84%;1.02%;7.45%;2.0;patch_13.5
Riven;Fighter;TOP;S;58.41;-7.13;50.28%;89.91%;5.26%;2.06%;1.87;patch_13.5
Rumble;Fighter;MID;B;45.04;-2.68;51.41%;39.48%;1.35%;1.47%;2.5;patch_13.5
Rumble;Fighter;TOP;C;41.96;2.97;49.15%;47.69%;1.51%;1.47%;2.14;patch_13.5
Rumble;Fighter;JUNGLE;D;35.94;2.74;48.29%;10.20%;0.35%;1.47%;2.76;patch_13.5
Ryze;Mage;MID;B;42.74;-1.84;49.03%;83.98%;2.07%;0.41%;2.37;patch_13.5
Ryze;Mage;TOP;C;38.56;8.97;50.42%;13.74%;0.34%;0.41%;1.99;patch_13.5
Samira;Marksman;ADC;A;49.72;-7.89;50.55%;97.63%;6.74%;18.27%;2.25;patch_13.5
Sejuani;Tank;JUNGLE;A;53.77;-0.41;50.62%;83.80%;4.20%;1.28%;3.24;patch_13.5
Sejuani;Tank;TOP;C;40.94;1.89;50.20%;11.89%;0.55%;1.28%;2.34;patch_13.5
Senna;Marksman;SUPPORT;S;58.52;-1.75;51.84%;91.99%;8.31%;2.92%;2.61;patch_13.5
Seraphine;Mage;SUPPORT;A;49.0;1.13;49.71%;66.19%;4.33%;1.30%;2.49;patch_13.5
Seraphine;Mage;MID;B;46.19;1.35;51.83%;11.62%;0.70%;1.30%;3.07;patch_13.5
Seraphine;Mage;ADC;C;39.91;5.53;52.93%;21.66%;1.10%;1.30%;3.02;patch_13.5
Sett;Fighter;TOP;S;63.92;-9.57;50.01%;84.88%;6.66%;4.09%;1.74;patch_13.5
Shaco;Assassin;JUNGLE;S;56.49;2.0;48.79%;81.14%;5.89%;17.32%;2.72;patch_13.5
Shaco;Assassin;SUPPORT;C;41.38;-0.21;48.30%;12.50%;0.88%;17.32%;2.25;patch_13.5
Shen;Tank;TOP;S;63.06;-2.8;51.42%;85.32%;4.41%;0.77%;3.02;patch_13.5
Shyvana;Fighter;JUNGLE;B;42.87;0.98;50.58%;82.79%;1.63%;0.34%;2.54;patch_13.5
Shyvana;Fighter;TOP;C;37.97;6.65;50.57%;10.48%;0.21%;0.35%;1.94;patch_13.5
Singed;Tank;MID;A;52.33;0.08;56.33%;16.16%;0.43%;0.57%;2.89;patch_13.5
Singed;Tank;TOP;A;50.4;2.25;53.24%;74.49%;1.82%;0.57%;2.09;patch_13.5
Sion;Tank;TOP;S;64.57;-0.3;51.15%;83.39%;6.54%;2.32%;1.72;patch_13.5
Sivir;Marksman;ADC;C;39.89;-4.91;50.15%;98.35%;4.65%;0.92%;2.44;patch_13.5
Skarner;Fighter;JUNGLE;B;44.93;-2.43;51.88%;77.97%;0.95%;0.19%;2.83;patch_13.5
Skarner;Fighter;TOP;D;30.61;-1.63;46.17%;19.07%;0.19%;0.18%;2.08;patch_13.5
Sona;Support;SUPPORT;A;49.44;-0.81;50.68%;97.45%;2.65%;0.17%;2.83;patch_13.5
Soraka;Support;SUPPORT;A;51.58;1.08;50.88%;95.97%;4.09%;1.47%;2.78;patch_13.5
Swain;Mage;MID;A;48.02;-0.96;52.52%;26.66%;1.14%;2.72%;2.86;patch_13.5
Swain;Mage;SUPPORT;B;47.73;-1.03;50.18%;56.56%;2.98%;2.72%;2.41;patch_13.5
Sylas;Mage;MID;God;65.76;4.87;50.11%;56.21%;7.10%;14.29%;2.18;patch_13.5
Sylas;Mage;JUNGLE;A;48.78;-3.38;49.19%;33.06%;4.15%;14.29%;2.46;patch_13.5
Syndra;Mage;MID;A;52.18;0.81;49.69%;92.88%;4.43%;2.29%;2.28;patch_13.5
Tahm Kench;Support;TOP;B;47.82;1.74;50.59%;64.34%;1.81%;0.75%;2.5;patch_13.5
Tahm Kench;Support;SUPPORT;C;39.73;-1.07;47.53%;25.01%;0.55%;0.75%;2.35;patch_13.5
Taliyah;Mage;MID;B;43.55;-2.23;50.33%;71.03%;1.76%;0.45%;2.29;patch_13.5
Taliyah;Mage;JUNGLE;C;38.13;-5.79;49.51%;19.19%;0.50%;0.45%;2.65;patch_13.5
Talon;Assassin;MID;A;51.8;4.94;50.02%;71.98%;4.27%;2.87%;2.18;patch_13.5
Talon;Assassin;JUNGLE;C;38.08;2.91;48.62%;25.25%;1.56%;2.87%;2.36;patch_13.5
Taric;Support;SUPPORT;A;49.58;-1.04;51.98%;87.14%;1.34%;0.30%;2.76;patch_13.5
Teemo;Marksman;TOP;S;57.91;-1.18;51.52%;74.68%;4.42%;6.70%;1.74;patch_13.5
Thresh;Support;SUPPORT;God;69.76;-6.9;50.63%;97.41%;16.69%;8.75%;2.61;patch_13.5
Tristana;Marksman;ADC;B;45.67;-2.78;50.19%;73.17%;6.71%;3.85%;2.32;patch_13.5
Tristana;Marksman;MID;B;44.82;-3.16;51.69%;22.48%;1.68%;3.85%;2.08;patch_13.5
Trundle;Fighter;JUNGLE;B;46.33;3.34;52.15%;71.98%;1.38%;0.76%;2.76;patch_13.5
Trundle;Fighter;TOP;D;30.91;1.73;47.36%;23.14%;0.44%;0.80%;1.55;patch_13.5
Tryndamere;Fighter;TOP;C;42.66;-0.15;48.84%;75.08%;2.35%;2.38%;1.72;patch_13.5
Tryndamere;Fighter;MID;C;39.36;-4.13;51.21%;16.33%;0.44%;2.38%;2.07;patch_13.5
Twisted Fate;Mage;MID;B;43.13;-1.67;48.39%;91.84%;2.51%;0.17%;2.37;patch_13.5
Twitch;Marksman;ADC;B;44.47;0.94;51.66%;70.00%;4.76%;7.71%;2.44;patch_13.5
Twitch;Marksman;SUPPORT;C;39.32;-0.71;47.32%;19.55%;1.29%;7.71%;2.0;patch_13.5
Udyr;Fighter;JUNGLE;A;48.27;-0.77;50.59%;86.08%;3.22%;6.69%;2.6;patch_13.5
Udyr;Fighter;TOP;D;34.25;3.03;48.45%;12.52%;0.46%;6.45%;1.76;patch_13.5
Urgot;Fighter;TOP;B;45.11;1.48;49.35%;90.95%;2.49%;1.06%;1.91;patch_13.5
Varus;Marksman;ADC;B;45.98;-2.33;50.00%;86.60%;6.97%;1.68%;2.4;patch_13.5
Vayne;Marksman;ADC;A;52.6;20.0;50.72%;79.30%;8.79%;7.64%;2.14;patch_13.5
Vayne;Marksman;TOP;B;44.64;5.96;50.94%;17.86%;1.95%;7.64%;1.61;patch_13.5
Veigar;Mage;MID;God;69.06;3.28;50.27%;62.95%;7.54%;15.12%;2.36;patch_13.5
Veigar;Mage;ADC;B;45.15;-5.65;52.98%;28.81%;3.32%;15.12%;2.63;patch_13.5
Vel'Koz;Mage;SUPPORT;B;45.68;0.68;50.61%;62.41%;1.63%;0.43%;2.18;patch_13.5
Vel'Koz;Mage;MID;B;43.2;-2.35;51.24%;32.88%;0.80%;0.43%;2.6;patch_13.5
Vex;Mage;MID;A;53.97;1.16;51.18%;94.19%;3.91%;4.62%;2.42;patch_13.5
Vi;Fighter;JUNGLE;S;62.82;0.25;51.70%;95.48%;7.62%;4.61%;2.54;patch_13.5
Viego;Assassin;JUNGLE;S;57.19;-4.91;48.65%;94.57%;8.10%;3.10%;2.4;patch_13.5
Viktor;Mage;MID;S;58.86;2.51;51.48%;95.33%;5.28%;3.06%;2.33;patch_13.5
Vladimir;Mage;MID;A;53.25;1.13;50.83%;74.57%;3.84%;5.22%;2.44;patch_13.5
Vladimir;Mage;TOP;C;40.59;3.27;49.32%;23.76%;1.12%;5.22%;2.1;patch_13.5
Volibear;Fighter;JUNGLE;B;44.87;-2.2;51.46%;43.45%;1.57%;0.78%;2.63;patch_13.5
Volibear;Fighter;TOP;C;39.26;2.78;48.45%;52.78%;1.76%;0.78%;1.71;patch_13.5
Warwick;Fighter;JUNGLE;A;49.41;-0.27;50.15%;63.70%;4.42%;6.09%;2.21;patch_13.5
Warwick;Fighter;TOP;C;41.77;0.03;49.46%;33.55%;1.68%;6.09%;1.79;patch_13.5
Wukong;Fighter;JUNGLE;God;71.93;5.98;52.40%;89.02%;9.10%;9.27%;2.86;patch_13.5
